0,-4385.773425087941
1,-4385.773425087941
2,-4385.773425087941
3,-4385.773425087941
4,-4385.773425087941
5,-4385.773425087941
6,-4385.773425087941
7,-4385.773425087941
8,-4385.773425087941
9,-4385.773425087941
10,-4385.773425087941
11,-4385.773425087941
12,-4385.773425087941
13,-4385.773425087941
14,-4385.773425087941
15,-4385.773425087941
16,-4385.773425087941
17,-4385.773425087941
18,-4385.773425087941
19,-4385.773425087941
20,-4385.773425087941
21,-4385.773425087941
22,-4385.773425087941
23,-4385.773425087941
24,-4385.773425087941
25,-4385.773425087941
26,-4385.773425087941
27,-4385.773425087941
28,-4385.773425087941
29,-4385.773425087941
30,-4385.773425087941
31,-4385.773425087941
32,-4385.773425087941
33,-4385.773425087941
34,-4385.773425087941
35,-4385.773425087941
36,-4385.773425087941
37,-4385.773425087941
38,-4385.773425087941
39,-4385.773425087941
40,-4385.773425087941
41,-4385.773425087941
42,-4385.773425087941
43,-4385.773425087941
44,-4385.773425087941
45,-4385.773425087941
46,-4385.773425087941
47,-4385.773425087941
48,-4385.773425087941
49,-4385.773425087941
50,-4385.773425087941
51,-4385.773425087941
52,-4385.773425087941
53,-4385.773425087941
54,-4385.773425087941
55,-4385.773425087941
56,-4385.773425087941
57,-4385.773425087941
58,-4385.773425087941
59,-4385.773425087941
60,-4385.773425087941
61,-4385.773425087941
62,-4385.773425087941
63,-4385.773425087941
64,-4385.773425087941
65,-4385.773425087941
66,-4385.773425087941
67,-4385.773425087941
68,-4385.773425087941
69,-4385.773425087941
70,-4385.773425087941
71,-4385.773425087941
72,-4385.773425087941
73,-4385.773425087941
74,-4385.773425087941
75,-4385.773425087941
76,-4385.773425087941
77,-4385.773425087941
78,-4385.773425087941
79,-4385.773425087941
80,-4385.773425087941
81,-4385.773425087941
82,-4385.773425087941
83,-4385.773425087941
84,-4385.773425087941
85,-4385.773425087941
86,-4385.773425087941
87,-4385.773425087941
88,-4385.773425087941
89,-4385.773425087941
90,-4385.773425087941
91,-4385.773425087941
92,-4385.773425087941
93,-4385.773425087941
94,-4385.773425087941
95,-4385.773425087941
96,-4385.773425087941
97,-4385.773425087941
98,-4385.773425087941
99,-4385.773425087941
100,-3875.675294176473
101,-3875.675294176473
102,-3875.675294176473
103,-3875.675294176473
104,-3875.675294176473
105,-3875.675294176473
106,-3875.675294176473
107,-3875.675294176473
108,-3875.675294176473
109,-3875.675294176473
110,-3875.675294176473
111,-3875.675294176473
112,-3875.675294176473
113,-3875.675294176473
114,-3875.675294176473
115,-3875.675294176473
116,-3875.675294176473
117,-3875.675294176473
118,-3875.675294176473
119,-3875.675294176473
120,-3875.675294176473
121,-3875.675294176473
122,-3875.675294176473
123,-3875.675294176473
124,-3875.675294176473
125,-3875.675294176473
126,-3875.675294176473
127,-3875.675294176473
128,-3875.675294176473
